Index	Name	Type	Deck	Image
936	Graduate	Occupation	G6	occx1Graduate_6378_2
937	Grantor	Occupation	G6	occx4Grantor_6623_8
938	HenKeeper	Occupation	G6	occx4HenKeeper_6437_7
939	Jeweler	Occupation	G6	occx3Jeweler_5995_4
940	JuniorPartner	Occupation	G6	occx3JuniorPartner_8367_2
941	JunkDealer	Occupation	G6	occx1JunkDealer_7866_3
942	Khnum	Occupation	G6	occx3Khnum_8838_4
943	ManureShoveler	Occupation	G6	occx3ManureShoveler_6310_5
944	MasterofNone	Occupation	G6	occx1MasterofNone_8730_4
945	MeticulousMen	Occupation	G6	occx3MeticulousMen_8507_2
946	Naturalist	Occupation	G6	occx1Naturalist_6315_1
947	NurseMaid	Occupation	G6	occx4NurseMaid_8823_4
948	OvenAdmirer	Occupation	G6	occx1OvenAdmirer_8309_4
949	Paleontologist	Occupation	G6	occx1Paleontologist_7014_5
950	PastureLover	Occupation	G6	occx1PastureLover_8589_5
951	Photographer	Occupation	G6	occx1Photographer_8580_1
952	PlowDealMaker	Occupation	G6	occx3PlowDealMaker_5873_3
953	PokerPlayer	Occupation	G6	occx3PokerPlayer_6056_6
954	PolymorphMaster	Occupation	G6	occx4PolymorphMaster_8615_1
955	Primitiveman	Occupation	G6	occx1Primitiveman_8742_5
956	ProjectServant	Occupation	G6	occx4ProjectServant_6942_6
957	RamWrangler	Occupation	G6	occx1RamWrangler_7328_1
958	RestlessFather	Occupation	G6	occx1RestlessFather_2501_5
959	RiverPig	Occupation	G6	occx3RiverPig_8662_2
960	Riverman	Occupation	G6	occx3Riverman_6325_3
961	Rogue	Occupation	G6	occx4Rogue_8325_2
962	RuleBreaker	Occupation	G6	occx1RuleBreaker_5823_5
963	SealTrainer	Occupation	G6	occx4SealTrainer_5181_4
964	SoilNutritionist	Occupation	G6	occx1SoilNutritionist_8566_2
965	SouthPoleExplorer	Occupation	G6	occx3SouthPoleExplorer_5846_12
966	Speculator	Occupation	G6	occx4Speculator_8327_3
967	StableArtificer	Occupation	G6	occx3StableArtificer_5651_2
968	StoneBaron	Occupation	G6	occx1StoneBaron_5849_9
969	StudMaster	Occupation	G6	occx4StudMaster_7349_2
970	SugarDaddy	Occupation	G6	occx1SugarDaddy_8862_1
971	Surveyor	Occupation	G6	occx1Surveyor_4705_3
972	Synergizer	Occupation	G6	occx1Synergizer_8063_2
973	Tarzan	Occupation	G6	occx1Tarzan_8412_6
974	ThatchersHelper	Occupation	G6	occx3ThatchersHelper_6336_4
975	TrinketCollector	Occupation	G6	occx1TrinketCollector_8559_6
976	UniversalEducator	Occupation	G6	occx1UniversalEducator_9160_3
977	VillageHead	Occupation	G6	occx1VillageHead_6987_3
978	Villein	Occupation	G6	occx1Villein_7187_1
979	VineyardLabor	Occupation	G6	occx1VineyardLabor_7166_1
980	WellSeller	Occupation	G6	occx4WellSeller_6241_8
981	WholesaleAgent	Occupation	G6	occx4WholesaleAgent_6927_8
982	ZealousFarmer	Occupation	G6	occx1ZealousFarmer_8867_2
983	Allegory	MinorImprovement	G6	xminorAllegory_7243_2
984	Aquavit	MinorImprovement	G6	xminorAquavit_8501_2
985	Archangel	MinorImprovement	G6	xminorArchangel_9140_1
986	AshBringer	MinorImprovement	G6	xminorAshBringer_7198_3
987	BananaTree	MinorImprovement	G6	xminorBananaTree_9141_1
988	BarkBreads	MinorImprovement	G6	xminorBarkBreads_5063_2
989	BarteringShack	MinorImprovement	G6	xminorBarteringShack_7052_4
990	BeanHole	MinorImprovement	G6	xminorBeanHole_7227_4
991	BirthWell	MinorImprovement	G6	xminorBirthWell_8482_2
992	BoarTrap	MinorImprovement	G6	xminorBoarTrap_8582_1
993	Bonanza	MinorImprovement	G6	xminorBonanza_6481_2
994	BonusRoom	MinorImprovement	G6	xminorBonusRoom_8266_2
995	BorrowedPlow	MinorImprovement	G6	xminorBorrowedPlow_5430_13
996	Bounty	MinorImprovement	G6	xminorBounty_7087_4
997	BronzeOven	MinorImprovement	G6	xminorBronzeOven_5404_4
998	CandyRoom	MinorImprovement	G6	xminorCandyRoom_8389_2
999	CarrotHarvester	MinorImprovement	G6	xminorCarrotHarvester_8677_3
1000	ClayExchange	MinorImprovement	G6	xminorClayExchange_6905_1
1001	ClayWorkersShop	MinorImprovement	G6	xminorClayWorkersShop_4276_3
1002	Claytablet	MinorImprovement	G6	xminorClaytablet_6909_4
1003	CoarseGrain	MinorImprovement	G6	xminorCoarseGrain_7004_5
1004	CropCrib	MinorImprovement	G6	xminorCropCrib_8679_2
1005	CrystalBall	MinorImprovement	G6	xminorCrystalBall_6250_4
1006	CuredMeat	MinorImprovement	G6	xminorCuredMeat_5865_9
1007	CustomImprovements	MinorImprovement	G6	xminorCustomImprovements_4274_3
1008	DairySupply	MinorImprovement	G6	xminorDairySupply_6104_7
1009	Dictionary	MinorImprovement	G6	xminorDictionary_4888_1
1010	Dormer	MinorImprovement	G6	xminorDormer_8410_1
1011	DovetailJoints	MinorImprovement	G6	xminorDovetailJoints_3102_7
1012	Dray	MinorImprovement	G6	xminorDray_8967_1
1013	DualField	MinorImprovement	G6	xminorDualField_5938_5
1014	EducatedSheep	MinorImprovement	G6	xminorEducatedSheep_9013_2
1015	EelFarm	MinorImprovement	G6	xminorEelFarm_8983_3
1016	Engineering	MinorImprovement	G6	xminorEngineering_7810_2
1017	ExecutiveBoar	MinorImprovement	G6	xminorExecutiveBoar_9014_1
1018	ExpansionPlans	MinorImprovement	G6	xminorExpansionPlans_6333_4
1019	ExtensiveResume	MinorImprovement	G6	xminorExtensiveResume_4275_4
1020	FleeceFactory	MinorImprovement	G6	xminorFleeceFactory_5568_1
1021	FoodBank	MinorImprovement	G6	xminorFoodBank_8571_4
1022	FoodStorehouse	MinorImprovement	G6	xminorFoodStorehouse_6969_4
1023	ForeignLabor	MinorImprovement	G6	xminorForeignLabor_5916_4
1024	Foresight	MinorImprovement	G6	xminorForesight_6253_3
1025	FruitTart	MinorImprovement	G6	xminorFruitTart_4657_5
1026	GiantScarecrow	MinorImprovement	G6	xminorGiantScarecrow_5842_4
1027	GrainShrine	MinorImprovement	G6	xminorGrainShrine_9020_1
1028	GreenPepperPatch	MinorImprovement	G6	xminorGreenPepperPatch_6248_3
1029	GuestPlow	MinorImprovement	G6	xminorGuestPlow_6967_3
1030	HarvestTotem	MinorImprovement	G6	xminorHarvestTotem_7324_3
1031	HeavyCart	MinorImprovement	G6	xminorHeavyCart_6284_3
1032	IceCooler	MinorImprovement	G6	xminorIceCooler_6201_4
1033	ImportedTimber	MinorImprovement	G6	xminorImportedTimber_7184_3
1034	Leftovers	MinorImprovement	G6	xminorLeftovers_6489_2
1035	Lorelei	MinorImprovement	G6	xminorLorelei_6186_6
1036	Magnet	MinorImprovement	G6	xminorMagnet_4915_1
1037	MangroveTree	MinorImprovement	G6	xminorMangroveTree_7867_1
1038	Market	MinorImprovement	G6	xminorMarket_8562_2
1039	MasterOven	MinorImprovement	G6	xminorMasterOven_8998_4
1040	Meteorite	MinorImprovement	G6	xminorMeteorite_4348_6
1041	MoorPond	MinorImprovement	G6	xminorMoorPond_6036_2
1042	MyCabbage	MinorImprovement	G6	xminorMyCabbage_7329_2
1043	Negotiation	MinorImprovement	G6	xminorNegotiation_5111_1
1044	OvergrownPond	MinorImprovement	G6	xminorOvergrownPond_2433_3
1045	OysterRecipe	MinorImprovement	G6	xminorOysterRecipe_6341_2
1046	PaperOven	MinorImprovement	G6	xminorPaperOven_8331_5
1047	PlowFeast	MinorImprovement	G6	xminorPlowFeast_8857_3
1048	PlowmansLunch	MinorImprovement	G6	xminorPlowmansLunch_5880_1
1049	Potatoes	MinorImprovement	G6	xminorPotatoes_509_2
1050	PrivateOven	MinorImprovement	G6	xminorPrivateOven_8287_2
1051	PumpkinPatch	MinorImprovement	G6	xminorPumpkinPatch_3754_10
1052	RiverMill	MinorImprovement	G6	xminorRiverMill_8832_5
1053	Runestone	MinorImprovement	G6	xminorRunestone_6479_4
1054	Sapling	MinorImprovement	G6	xminorSapling_8496_1
1055	ScorchedEarth	MinorImprovement	G6	xminorScorchedEarth_6101_1
1056	ScrapyardPlow	MinorImprovement	G6	xminorScrapyardPlow_6045_2
1057	SelfPasture	MinorImprovement	G6	xminorSelfPasture_6157_5
1058	ShepherdsKitchen	MinorImprovement	G6	xminorShepherdsKitchen_2511_4
1059	StoneSupport	MinorImprovement	G6	xminorStoneSupport_8396_1
1060	StoryBooks	MinorImprovement	G6	xminorStoryBooks_7012_6
1061	Sunflowerfarm	MinorImprovement	G6	xminorSunflowerfarm_8678_2
1062	TideMill	MinorImprovement	G6	xminorTideMill_4776_3
1063	UndergroundShed	MinorImprovement	G6	xminorUndergroundShed_8682_2
1064	WhiteKingdom	MinorImprovement	G6	xminorWhiteKingdom_7631_5
1065	WildFruit	MinorImprovement	G6	xminorWildFruit_609_4
1066	Woodwork	MinorImprovement	G6	xminorWoodwork_337_7
1067	Adventurer	Occupation	G7	occx4Adventurer_6254_7
1068	Ameliorator	Occupation	G7	occx1Ameliorator_4724_9
1069	Appraiser	Occupation	G7	occx4Appraiser_7194_7
1070	BackyardBaker	Occupation	G7	occx1BackyardBaker_6158_10
1071	BarbecueChef	Occupation	G7	occx4BarbecueChef_6948_4
1072	BargainingBreeder	Occupation	G7	occx4BargainingBreeder_6003_5
1073	BarnBuilder	Occupation	G7	occx3BarnBuilder_9807_6
1074	BasketWeaver	Occupation	G7	occx3BasketWeaver_4878_3
1075	BearTrainer	Occupation	G7	occx4BearTrainer_7237_2
1076	BeautyandtheBeast	Occupation	G7	occx4BeautyandtheBeast_8810_5
1077	BestFriend	Occupation	G7	occx3BestFriend_8419_4
1078	BirthdaycakeMaker	Occupation	G7	occx3BirthdaycakeMaker_6311_4
1079	BoatConstructor	Occupation	G7	occx1BoatConstructor_10692_2
1080	CabinetOwner	Occupation	G7	occx3CabinetOwner_8328_2
1081	CaptainofOutrider	Occupation	G7	occx4CaptainofOutrider_9040_2
1082	CattleDriver	Occupation	G7	occx3CattleDriver_6110_4
1083	ChildrensWriter	Occupation	G7	occx4ChildrensWriter_5877_5
1084	ClayWorkersSon	Occupation	G7	occx3ClayWorkersSon_5928_6
1085	ClericV2	Occupation	G7	occx4ClericV2_7086_1
1086	CollieryOverman	Occupation	G7	occx1CollieryOverman_10422_1
1087	CovetousWoman	Occupation	G7	occx3CovetousWoman_8416_2
1088	CrapsShooter	Occupation	G7	occx1CrapsShooter_6154_3
1089	CrockeryLover	Occupation	G7	occx4CrockeryLover_8329_3
1090	CropFarmer	Occupation	G7	occx4CropFarmer_7196_2
1091	CulinaryArtsTeacher	Occupation	G7	occx1CulinaryArtsTeacher_8866_3
1092	DonatorV2	Occupation	G7	occx4DonatorV2_11090_5
1093	DumplingMaker	Occupation	G7	occx1DumplingMaker_9231_3
1094	EarlyExpert	Occupation	G7	occx1EarlyExpert_10540_9
1095	Equestrian	Occupation	G7	occx4Equestrian_8544_4
1096	FamilyMan	Occupation	G7	occx1FamilyMan_5641_2
1097	FarmEducator	Occupation	G7	occx1FarmEducator_6513_7
1098	Farmhand	Occupation	G7	occx1Farmhand_4203_3
1099	Faunamancer	Occupation	G7	occx3Faunamancer_10740_5
1100	Fieldcleaner	Occupation	G7	occx1Fieldcleaner_4694_10
1101	FieldDreamer	Occupation	G7	occx1FieldDreamer_8854_5
1102	FireMarshal	Occupation	G7	occx1FireMarshal_7330_6
1103	Furrier	Occupation	G7	occx4Furrier_7206_6
1104	GrainSpecialist	Occupation	G7	occx3GrainSpecialist_5162_7
1105	GuidanceCounselor	Occupation	G7	occx1GuidanceCounselor_10901_3
1106	HonourStudent	Occupation	G7	occx3HonourStudent_6457_8
1107	Hotshot	Occupation	G7	occx1Hotshot_6554_4
1108	Inspector	Occupation	G7	occx1Inspector_9163_2
1109	JungleFarmer	Occupation	G7	occx1JungleFarmer_8668_2
1110	MadScientist	Occupation	G7	occx4MadScientist_7146_3
1111	Major	Occupation	G7	occx4Major_6945_3
1112	MasterBuilder	Occupation	G7	occx1MasterBuilder_9044_8
1113	MasterSower	Occupation	G7	occx3MasterSower_5937_6
1114	MbabaMwana	Occupation	G7	occx1MbabaMwana_8855_1
1115	MonsterTamer	Occupation	G7	occx1MonsterTamer_7051_5
1116	MountainFarmer	Occupation	G7	occx1MountainFarmer_5590_4
1117	MudCleaner	Occupation	G7	occx1MudCleaner_7162_4
1118	NileFarmer	Occupation	G7	occx4NileFarmer_8279_3
1119	OccultFarmer	Occupation	G7	occx1OccultFarmer_8295_3
1120	OldCrafter	Occupation	G7	occx4OldCrafter_6899_7
1121	Philosopher	Occupation	G7	occx1Philosopher_6556_3
1122	Pilferer	Occupation	G7	occx1Pilferer_9765_10
1123	PlowDealer	Occupation	G7	occx1PlowDealer_7783_4
1124	PlowWorker	Occupation	G7	occx3PlowWorker_8372_4
1125	Realtor	Occupation	G7	occx3Realtor_8675_2
1126	Rustler	Occupation	G7	occx4Rustler_5596_5
1127	SheepLord	Occupation	G7	occx3SheepLord_7320_5
1128	SheepLover	Occupation	G7	occx3SheepLover_6342_8
1129	SteamingMaster	Occupation	G7	occx1SteamingMaster_7219_3
1130	StingyBaker	Occupation	G7	occx1StingyBaker_6192_2
1131	StoneWorker	Occupation	G7	occx1StoneWorker_9243_1
1132	StoreOwner	Occupation	G7	occx4StoreOwner_6372_8
1133	StrawFencer	Occupation	G7	occx1StrawFencer_7067_2
1134	StrawberryProducer	Occupation	G7	occx4StrawberryProducer_6384_5
1135	SubsistenceFarmer	Occupation	G7	occx1SubsistenceFarmer_5811_17
1136	SugarBeetFarmer	Occupation	G7	occx1SugarBeetFarmer_8985_3
1137	TomatoPicker	Occupation	G7	occx1TomatoPicker_9507_1
1138	Tourist	Occupation	G7	occx1Tourist_7019_4
1139	TreeHouseBuilder	Occupation	G7	occx3TreeHouseBuilder_8479_6
1140	Truffleshunter	Occupation	G7	occx1Truffleshunter_8750_2
1141	Uprooter	Occupation	G7	occx1Uprooter_6193_4
1142	VeganBuilder	Occupation	G7	occx1VeganBuilder_4977_2
1143	VegetableMan	Occupation	G7	occx1VegetableMan_4821_4
1144	VeterinaryIntern	Occupation	G7	occx1VeterinaryIntern_8770_6
1145	WealthyWoman	Occupation	G7	occx1WealthyWoman_8362_3
1146	WinterKeeper	Occupation	G7	occx1WinterKeeper_5632_10
1147	Wiredancer	Occupation	G7	occx3Wiredancer_8839_6
1148	WoodLaborer	Occupation	G7	occx3WoodLaborer_6452_6
1149	Wordsmith	Occupation	G7	occx1Wordsmith_9608_2
1150	YinyangMaster	Occupation	G7	occx3YinyangMaster_10321_2
1151	AbandonedWell	MinorImprovement	G7	xminorAbandonedWell_9074_4
1152	AcquisitionList	MinorImprovement	G7	xminorAcquisitionList_9031_1
1153	AlpacaFarm	MinorImprovement	G7	xminorAlpacaFarm_5903_1
1154	AnimalPurchase	MinorImprovement	G7	xminorAnimalPurchase_5950_6
1155	AnimalShow	MinorImprovement	G7	xminorAnimalShow_6510_4
1156	Art	MinorImprovement	G7	xminorArt_4398_4
1157	Badge	MinorImprovement	G7	xminorBadge_5633_6
1158	BakingDish	MinorImprovement	G7	xminorBakingDish_9505_3
1159	BlackRicePlant	MinorImprovement	G7	xminorBlackRicePlant_8733_1
1160	BoarField	MinorImprovement	G7	xminorBoarField_7229_2
1161	BoarPark	MinorImprovement	G7	xminorBoarPark_8516_3
1162	Bottle	MinorImprovement	G7	xminorBottle_8579_2
1163	BreedingBarn	MinorImprovement	G7	xminorBreedingBarn_6494_4
1164	BreedingStraw	MinorImprovement	G7	xminorBreedingStraw_8680_2
1165	Canning	MinorImprovement	G7	xminorCanning_7025_1
1166	CarrotHarvest	MinorImprovement	G7	xminorCarrotHarvest_8382_3
1167	CattleCart	MinorImprovement	G7	xminorCattleCart_8448_2
1168	CheeseonToast	MinorImprovement	G7	xminorCheeseonToast_5987_7
1169	CheeseSlicer	MinorImprovement	G7	xminorCheeseSlicer_5911_4
1170	ClaySupply	MinorImprovement	G7	xminorClaySupply_8460_1
1171	CoalPit	MinorImprovement	G7	xminorCoalPit_9900_1
1172	CommunalOven	MinorImprovement	G7	xminorCommunalOven_8476_1
1173	CommunityWell	MinorImprovement	G7	xminorCommunityWell_8781_3
1174	Completion	MinorImprovement	G7	xminorCompletion_5692_1
1175	ConfectioneryOven	MinorImprovement	G7	xminorConfectioneryOven_2586_2
1176	ConvertedSilo	MinorImprovement	G7	xminorConvertedSilo_9521_1
1177	Cowshed	MinorImprovement	G7	xminorCowshed_5927_8
1178	CryingStone	MinorImprovement	G7	xminorCryingStone_10436_6
1179	DryPond	MinorImprovement	G7	xminorDryPond_9103_1
1180	EminentCattle	MinorImprovement	G7	xminorEminentCattle_10948_3
1181	Exhibition	MinorImprovement	G7	xminorExhibition_6123_2
1182	FamilyVersion	MinorImprovement	G7	xminorFamilyVersion_6994_2
1183	Farm	MinorImprovement	G7	xminorFarm_7872_1
1184	Feast	MinorImprovement	G7	xminorFeast_8614_1
1185	FeltDecoration	MinorImprovement	G7	xminorFeltDecoration_8312_5
1186	Fieldextension	MinorImprovement	G7	xminorFieldextension_5935_3
1187	FlowerField	MinorImprovement	G7	xminorFlowerField_6434_4
1188	Foxberries	MinorImprovement	G7	xminorFoxberries_5862_6
1189	GardenWeed	MinorImprovement	G7	xminorGardenWeed_5983_7
1190	Green	MinorImprovement	G7	xminorGreen_8283_2
1191	GuildShop	MinorImprovement	G7	xminorGuildShop_9257_7
1192	HangingGarden	MinorImprovement	G7	xminorHangingGarden_4770_3
1193	HarvestParty	MinorImprovement	G7	xminorHarvestParty_8464_2
1194	Hydroponics	MinorImprovement	G7	xminorHydroponics_8597_3
1195	IronPot	MinorImprovement	G7	xminorIronPot_6455_9
1196	LaborUnion	MinorImprovement	G7	xminorLaborUnion_6187_13
1197	LotusRoots	MinorImprovement	G7	xminorLotusRoots_8563_1
1198	MilkingBucketV2	MinorImprovement	G7	xminorMilkingBucketV2_11116_1
1199	MorningPrayer	MinorImprovement	G7	xminorMorningPrayer_9273_2
1200	NewSpecialisation	MinorImprovement	G7	xminorNewSpecialisation_4330_3
1201	Outbuildings	MinorImprovement	G7	xminorOutbuildings_5697_1
1202	PaperClip	MinorImprovement	G7	xminorPaperClip_5908_3
1203	PlowRope	MinorImprovement	G7	xminorPlowRope_9426_1
1204	Porcelain	MinorImprovement	G7	xminorPorcelain_6937_2
1205	Porker	MinorImprovement	G7	xminorPorker_9012_3
1206	PottersPlow	MinorImprovement	G7	xminorPottersPlow_8404_4
1207	PrenatalVisit	MinorImprovement	G7	xminorPrenatalVisit_6359_13
1208	ProofingJar	MinorImprovement	G7	xminorProofingJar_11077_4
1209	PumpkinSeedPress	MinorImprovement	G7	xminorPumpkinSeedPress_9591_2
1210	RenovationProposal	MinorImprovement	G7	xminorRenovationProposal_5476_6
1211	ResourceTrading	MinorImprovement	G7	xminorResourceTrading_9222_3
1212	Rookies	MinorImprovement	G7	xminorRookies_9546_2
1213	RoyalReward	MinorImprovement	G7	xminorRoyalReward_5949_5
1214	SacredGround	MinorImprovement	G7	xminorSacredGround_10635_2
1215	SalmonFishing	MinorImprovement	G7	xminorSalmonFishing_5851_8
1216	Sawdust	MinorImprovement	G7	xminorSawdust_5840_7
1217	SeedBag	MinorImprovement	G7	xminorSeedBag_5875_5
1218	SheepTagger	MinorImprovement	G7	xminorSheepTagger_6480_2
1219	SmallGreenHouse	MinorImprovement	G7	xminorSmallGreenHouse_8570_3
1220	Smoker	MinorImprovement	G7	xminorSmoker_7372_1
1221	StoneDebt	MinorImprovement	G7	xminorStoneDebt_9148_3
1222	StrawBale	MinorImprovement	G7	xminorStrawBale_4972_1
1223	SwampAshes	MinorImprovement	G7	xminorSwampAshes_9053_4
1224	TacoShells	MinorImprovement	G7	xminorTacoShells_4260_3
1225	TandemPlow	MinorImprovement	G7	xminorTandemPlow_8535_4
1226	Torch	MinorImprovement	G7	xminorTorch_9516_2
1227	Transaction	MinorImprovement	G7	xminorTransaction_6619_2
1228	TreePlanting	MinorImprovement	G7	xminorTreePlanting_4447_1
1229	Tunnel	MinorImprovement	G7	xminorTunnel_5957_6
1230	VikingShip	MinorImprovement	G7	xminorVikingShip_5958_9
1231	Wetlands	MinorImprovement	G7	xminorWetlands_7164_4
1232	WinterFestival	MinorImprovement	G7	xminorWinterFestival_7242_3
1233	WorkshopLiquidation	MinorImprovement	G7	xminorWorkshopLiquidation_5801_3
1234	MayorCandidate	Occupation	Unassigned	occx4MayorCandidate_6176_4
1235	MayorCandidate2	Occupation	Unassigned	occx1MayorCandidate2_7069_4
1236	OldHiker	Occupation	Unassigned	occx1OldHiker_5754_2
1237	Chairman	Occupation	Unassigned	occx3Chairman_7191_11
1238	Mattock	MinorImprovement	Unassigned	xminorMattock_7068_6
1239	GardenersWife	Occupation	Unassigned	occx1GardenersWife_4526_4
1240	CoalInvestor	Occupation	Unassigned	occx1CoalInvestor_6211_4
1241 	Parvenu	Occupation	Unassigned	occx1Parvenu_6932_4
